service_id,nom,description,type,university_id,date_creation
3058,Ingénierie des Systèmes,Formation en conception et gestion de structures civiles,Doctorat,89,1999-12-22
3059,Génie Civil,Formation en développement logiciel et systèmes informatiques,License,37,2001-10-19
3060,Télécommunications,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,18,1981-11-27
3061,Informatique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,73,1990-01-26
3062,Mathématiques Appliquées,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,78,2007-12-29
3063,Électronique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,68,2007-06-05
3064,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,4,2004-05-24
3065,Informatique,Formation en développement logiciel et systèmes informatiques,Cycle ingénieur,73,2020-12-20
3066,Télécommunications,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,32,2024-05-07
3067,Électronique,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,95,2020-08-07
3068,Génie Industriel,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,3,2003-11-17
3069,Mécanique,Formation en développement logiciel et systèmes informatiques,Master,58,2018-01-28
3070,Ingénierie des Systèmes,Formation en conception et gestion des systèmes électroniques,Master,85,1991-08-13
3071,Architecture,Formation en conception et gestion des systèmes électroniques,License,54,2005-09-26
3072,Ingénierie des Systèmes,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,46,2010-02-23
3073,Ingénierie Environnementale,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,32,1980-04-08
3074,Mécanique,Formation en conception et gestion de structures civiles,Master,14,2007-06-05
3075,Génie Civil,Formation en conception et gestion de structures civiles,Master,27,1977-02-09
3076,Génie Industriel,Formation en conception et gestion de structures civiles,License,18,2010-01-13
3077,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,48,2008-01-05
3078,Mécanique,Formation en conception et gestion de structures civiles,License,43,2015-01-03
3079,Ingénierie des Systèmes,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Master,12,1997-05-10
3080,Électronique,Formation en conception et gestion d'espaces architecturaux et urbains,Master,58,2005-10-18
3081,Mécanique,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,50,2015-02-05
3082,Architecture,Formation en développement logiciel et systèmes informatiques,Doctorat,51,2017-07-15
3083,Ingénierie Environnementale,Formation en conception et gestion de structures civiles,Master,86,2010-10-06
3084,Génie Industriel,Formation en conception et gestion de structures civiles,Cycle ingénieur,6,1993-07-10
3085,Mathématiques Appliquées,Formation en développement logiciel et systèmes informatiques,Cycle ingénieur,9,1983-11-14
3086,Télécommunications,Formation en conception et gestion de structures civiles,Cycle ingénieur,61,1986-10-09
3087,Télécommunications,Formation sur la gestion des systèmes d'information et leur optimisation,Master,32,1989-03-29
3088,Génie Civil,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,30,2009-04-29
3089,Télécommunications,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,35,2006-10-05
3090,Électronique,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,34,1996-04-17
3091,Ingénierie des Systèmes,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,52,1975-03-13
3092,Mathématiques Appliquées,Formation en conception et gestion de structures civiles,Cycle ingénieur,12,2006-05-16
3093,Génie Industriel,"Formation en conception, fabrication et maintenance de machines",Doctorat,76,2004-01-08
3094,Télécommunications,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,24,1976-01-23
3095,Architecture,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,39,1976-09-21
3096,Architecture,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,License,45,2005-02-17
3097,Électronique,Formation en conception et gestion de structures civiles,Cycle ingénieur,45,2013-09-06
3098,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,Master,7,2016-09-03
3099,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,28,1975-10-31
3100,Télécommunications,Formation en conception et gestion d'espaces architecturaux et urbains,Master,25,1992-11-17
3101,Architecture,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,35,2022-07-03
3102,Mécanique,Formation en développement logiciel et systèmes informatiques,Master,28,1984-05-28
3103,Génie Industriel,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,29,1998-01-28
3104,Informatique,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,6,2014-05-19
3105,Mathématiques Appliquées,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,License,100,1986-11-22
3106,Architecture,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,License,1,1992-05-03
3107,Électronique,Formation en conception et gestion des systèmes électroniques,Doctorat,67,1976-03-10
3108,Informatique,Formation en développement logiciel et systèmes informatiques,Master,86,2024-01-29
3109,Architecture,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,32,1980-12-02
3110,Mécanique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,11,2008-02-03
3111,Génie Civil,Formation en conception et gestion d'espaces architecturaux et urbains,License,98,2004-12-27
3112,Génie Civil,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,68,2015-09-18
3113,Génie Civil,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,37,1990-11-03
3114,Mécanique,Formation en conception et gestion des systèmes électroniques,Doctorat,48,1976-05-22
3115,Ingénierie des Systèmes,Formation en développement logiciel et systèmes informatiques,Cycle ingénieur,5,1979-09-29
3116,Ingénierie Environnementale,Formation en conception et gestion des systèmes électroniques,Doctorat,22,1997-12-25
3117,Télécommunications,Formation en conception et gestion de structures civiles,Master,71,2021-10-11
3118,Architecture,Formation en développement logiciel et systèmes informatiques,Master,88,1991-06-11
3119,Ingénierie Environnementale,Formation en conception et gestion d'espaces architecturaux et urbains,License,66,2013-02-24
3120,Architecture,Formation sur la gestion des systèmes d'information et leur optimisation,Master,49,1977-08-10
3121,Génie Industriel,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,License,10,1985-08-08
3122,Télécommunications,"Formation en conception, fabrication et maintenance de machines",Doctorat,19,2023-02-27
3123,Ingénierie Environnementale,Formation sur la gestion des systèmes d'information et leur optimisation,Master,57,1996-04-04
3124,Ingénierie Environnementale,Formation en développement logiciel et systèmes informatiques,Master,46,2004-04-22
3125,Génie Civil,"Formation en conception, fabrication et maintenance de machines",License,60,1975-09-09
3126,Architecture,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,75,2023-03-22
3127,Électronique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,77,1979-04-09
3128,Informatique,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,80,2012-02-15
3129,Génie Civil,Formation en conception et gestion de structures civiles,Master,42,2005-12-08
3130,Mécanique,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,9,1997-10-29
3131,Génie Civil,Formation sur la gestion et l'amélioration des processus industriels,Master,78,1987-02-07
3132,Ingénierie des Systèmes,Formation en conception et gestion des systèmes électroniques,License,100,1999-04-29
3133,Génie Industriel,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,25,2007-09-21
3134,Mécanique,Formation en conception et gestion des systèmes électroniques,Master,73,2005-07-20
3135,Génie Civil,Formation en conception et gestion d'espaces architecturaux et urbains,Master,92,1990-02-26
3136,Génie Industriel,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,8,2011-11-02
3137,Informatique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,49,2017-04-03
3138,Architecture,Formation en développement logiciel et systèmes informatiques,Doctorat,41,2002-10-27
3139,Ingénierie Environnementale,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,25,1980-03-13
3140,Ingénierie des Systèmes,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,80,1979-04-11
3141,Architecture,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,71,2001-07-19
3142,Électronique,Formation en conception et gestion de structures civiles,Doctorat,92,1991-07-01
3143,Génie Civil,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,91,1985-06-04
3144,Électronique,Formation en conception et gestion d'espaces architecturaux et urbains,Master,67,1995-03-02
3145,Électronique,Formation en conception et gestion d'espaces architecturaux et urbains,Master,38,2003-08-01
3146,Électronique,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,57,2000-03-25
3147,Mathématiques Appliquées,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,30,2021-09-28
3148,Mécanique,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,13,2002-01-14
3149,Télécommunications,Formation en conception et gestion de structures civiles,Master,59,2018-10-24
3150,Ingénierie Environnementale,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,98,1991-12-03
3151,Génie Industriel,Formation en conception et gestion de structures civiles,Cycle ingénieur,100,2013-11-27
3152,Architecture,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,80,1992-12-01
3153,Électronique,Formation en conception et gestion d'espaces architecturaux et urbains,License,30,2002-06-17
3154,Génie Civil,Formation en développement logiciel et systèmes informatiques,Doctorat,49,1999-10-12
3155,Architecture,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,49,1980-03-18
3156,Électronique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,11,1990-05-08
3157,Informatique,Formation en conception et gestion de structures civiles,Master,82,1997-02-07
3158,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,56,1988-04-01
3159,Génie Civil,Formation en conception et gestion des systèmes électroniques,Master,46,1990-02-01
3160,Mécanique,Formation en développement logiciel et systèmes informatiques,Doctorat,30,1995-04-03
3161,Ingénierie des Systèmes,Formation en conception et gestion de structures civiles,Doctorat,37,2011-05-30
3162,Ingénierie des Systèmes,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,93,2019-01-31
3163,Ingénierie des Systèmes,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,56,2015-07-01
3164,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,License,18,1982-01-12
3165,Architecture,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,95,1993-09-08
3166,Génie Industriel,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,13,2005-05-07
3167,Télécommunications,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,22,1987-01-02
3168,Mécanique,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,29,1996-01-14
3169,Électronique,Formation sur la gestion et l'amélioration des processus industriels,Master,59,2000-08-14
3170,Ingénierie Environnementale,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Master,28,1987-08-24
3171,Télécommunications,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,95,1993-05-03
3172,Mécanique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,77,1985-02-27
3173,Électronique,"Formation en conception, fabrication et maintenance de machines",Master,28,1987-07-23
3174,Informatique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,22,1986-11-20
3175,Génie Civil,Formation en conception et gestion d'espaces architecturaux et urbains,Master,1,1987-04-03
3176,Mécanique,Formation en conception et gestion des systèmes électroniques,Master,6,2023-10-12
3177,Électronique,"Formation en conception, fabrication et maintenance de machines",Master,79,1990-11-03
3178,Ingénierie des Systèmes,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,20,2011-10-30
3179,Génie Industriel,Formation en conception et gestion des systèmes électroniques,Master,40,1988-12-30
3180,Mathématiques Appliquées,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,11,2010-09-27
3181,Ingénierie Environnementale,Formation sur la gestion et l'amélioration des processus industriels,Master,82,2020-03-23
3182,Génie Industriel,Formation en conception et gestion des systèmes électroniques,Doctorat,54,1980-10-25
3183,Ingénierie des Systèmes,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,License,5,1997-10-29
3184,Architecture,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,97,2004-03-04
3185,Électronique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,59,1984-10-16
3186,Architecture,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,37,1975-09-19
3187,Télécommunications,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,32,1999-07-15
3188,Télécommunications,Formation sur la gestion des systèmes d'information et leur optimisation,Master,17,2011-02-05
3189,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,License,89,2017-12-07
3190,Informatique,Formation en conception et gestion d'espaces architecturaux et urbains,Master,34,2015-09-22
3191,Informatique,Formation en conception et gestion d'espaces architecturaux et urbains,Master,4,1978-10-10
3192,Ingénierie des Systèmes,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,96,2008-06-18
3193,Architecture,Formation en conception et gestion des systèmes électroniques,License,33,2015-06-28
3194,Mécanique,Formation en développement logiciel et systèmes informatiques,Cycle ingénieur,34,1980-02-24
3195,Informatique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,83,1994-06-22
3196,Génie Civil,Formation en conception et gestion des systèmes électroniques,License,41,1990-12-08
3197,Mathématiques Appliquées,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,98,1996-01-21
3198,Architecture,Formation en conception et gestion des systèmes électroniques,Master,91,1976-03-20
3199,Ingénierie Environnementale,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,59,1994-05-31
3200,Ingénierie Environnementale,Formation sur la gestion des systèmes d'information et leur optimisation,License,46,1995-11-10
3201,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,45,2019-05-03
3202,Électronique,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,18,2017-05-30
3203,Mathématiques Appliquées,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,77,2012-06-15
3204,Électronique,Formation en conception et gestion des systèmes électroniques,License,5,1998-04-16
3205,Mécanique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,License,47,2020-08-13
3206,Génie Industriel,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Master,24,1982-01-07
3207,Génie Industriel,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,31,2011-05-13
3208,Télécommunications,Formation en développement logiciel et systèmes informatiques,License,28,2003-03-11
3209,Informatique,"Formation en conception, fabrication et maintenance de machines",License,34,2009-03-12
3210,Mathématiques Appliquées,"Formation en conception, fabrication et maintenance de machines",License,51,1998-11-15
3211,Mathématiques Appliquées,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,License,44,2008-01-29
3212,Informatique,Formation sur la gestion des systèmes d'information et leur optimisation,Master,29,2001-03-14
3213,Mécanique,Formation en conception et gestion de structures civiles,License,91,1996-03-22
3214,Informatique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,30,2018-05-23
3215,Génie Civil,Formation sur la gestion des systèmes d'information et leur optimisation,Master,24,1999-04-21
3216,Électronique,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,90,2013-05-31
3217,Architecture,Formation sur la gestion et l'amélioration des processus industriels,Master,59,2005-06-24
3218,Télécommunications,Formation en conception et gestion de structures civiles,Master,87,2021-06-13
3219,Mécanique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,63,1990-02-25
3220,Ingénierie des Systèmes,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,77,2018-08-17
3221,Ingénierie Environnementale,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,34,1986-01-12
3222,Mathématiques Appliquées,"Formation en conception, fabrication et maintenance de machines",Master,44,1998-12-03
3223,Génie Civil,Formation en conception et gestion de structures civiles,Master,49,1991-12-25
3224,Génie Civil,Formation en développement logiciel et systèmes informatiques,Master,62,1993-11-11
3225,Mathématiques Appliquées,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Master,80,1996-09-04
3226,Informatique,Formation en développement logiciel et systèmes informatiques,Doctorat,47,1998-02-12
3227,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,License,10,1977-04-12
3228,Télécommunications,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,36,1983-11-19
3229,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,34,1985-06-09
3230,Électronique,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,58,1993-09-12
3231,Électronique,Formation en conception et gestion d'espaces architecturaux et urbains,Master,90,2022-03-19
3232,Génie Civil,Formation sur la gestion des systèmes d'information et leur optimisation,License,49,2024-11-10
3233,Mécanique,Formation sur la gestion et l'amélioration des processus industriels,License,94,1978-03-19
3234,Ingénierie des Systèmes,Formation en conception et gestion des systèmes électroniques,Doctorat,81,1977-12-17
3235,Mécanique,Formation sur la gestion des systèmes d'information et leur optimisation,Master,91,2003-03-23
3236,Électronique,Formation en développement logiciel et systèmes informatiques,License,28,2018-08-25
3237,Ingénierie des Systèmes,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,43,2016-03-09
3238,Ingénierie des Systèmes,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,95,2000-07-23
3239,Ingénierie des Systèmes,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,84,1987-09-30
3240,Télécommunications,"Formation en conception, fabrication et maintenance de machines",Doctorat,36,2009-03-02
3241,Mécanique,Formation en conception et gestion de structures civiles,Cycle ingénieur,1,1978-07-11
3242,Mécanique,Formation en conception et gestion de structures civiles,License,98,2024-09-19
3243,Télécommunications,Formation en conception et gestion d'espaces architecturaux et urbains,License,82,2005-09-26
3244,Génie Civil,Formation en conception et gestion des systèmes électroniques,License,90,1984-09-17
3245,Ingénierie des Systèmes,"Formation en conception, fabrication et maintenance de machines",Master,66,2005-12-25
3246,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,License,71,2024-01-04
3247,Mathématiques Appliquées,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,60,2016-05-18
3248,Mathématiques Appliquées,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,8,2019-11-23
3249,Génie Civil,Formation en conception et gestion des systèmes électroniques,License,99,2010-10-27
3250,Génie Industriel,Formation en développement logiciel et systèmes informatiques,License,37,2017-10-04
3251,Ingénierie des Systèmes,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,19,1986-07-12
3252,Génie Industriel,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,License,26,2018-01-05
3253,Génie Civil,Formation en développement logiciel et systèmes informatiques,Cycle ingénieur,57,1995-03-19
3254,Mathématiques Appliquées,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,78,2003-12-02
3255,Informatique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,9,1988-03-31
3256,Informatique,"Formation en conception, fabrication et maintenance de machines",Doctorat,98,1979-12-12
3257,Ingénierie Environnementale,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,26,1988-11-22
3258,Ingénierie des Systèmes,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,72,1982-11-30
3259,Ingénierie Environnementale,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,58,1978-08-30
3260,Mathématiques Appliquées,Formation en conception et gestion de structures civiles,Doctorat,98,1994-11-03
3261,Télécommunications,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,61,2003-06-04
3262,Ingénierie Environnementale,Formation en conception et gestion d'espaces architecturaux et urbains,License,43,2021-11-29
3263,Électronique,Formation en développement logiciel et systèmes informatiques,Cycle ingénieur,84,1994-09-15
3264,Mathématiques Appliquées,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,13,1984-05-10
3265,Architecture,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,74,2017-12-30
3266,Ingénierie des Systèmes,Formation en conception et gestion de structures civiles,Doctorat,71,2024-05-09
3267,Ingénierie Environnementale,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,65,1985-07-03
3268,Ingénierie Environnementale,Formation en conception et gestion de structures civiles,License,30,2000-05-25
3269,Génie Industriel,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,44,1975-05-30
3270,Génie Civil,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,85,1980-05-16
3271,Mécanique,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,11,2011-08-15
3272,Informatique,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,7,2015-07-30
3273,Ingénierie des Systèmes,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,96,1996-12-20
3274,Mathématiques Appliquées,Formation en développement logiciel et systèmes informatiques,Master,88,2020-09-26
3275,Génie Industriel,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,40,2001-07-17
3276,Télécommunications,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Master,97,2007-02-23
3277,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,83,2017-02-27
3278,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,87,1993-07-20
3279,Architecture,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,14,2014-11-06
3280,Informatique,Formation en conception et gestion d'espaces architecturaux et urbains,License,30,2011-02-15
3281,Télécommunications,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,79,2002-12-10
3282,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,License,83,1987-09-06
3283,Mécanique,Formation en conception et gestion d'espaces architecturaux et urbains,License,16,1983-03-02
3284,Ingénierie Environnementale,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,10,2004-01-28
3285,Électronique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,82,1980-05-04
3286,Télécommunications,Formation en développement logiciel et systèmes informatiques,Cycle ingénieur,12,1990-08-09
3287,Ingénierie des Systèmes,Formation en développement logiciel et systèmes informatiques,Master,40,1996-04-24
3288,Télécommunications,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,75,2008-11-19
3289,Architecture,Formation en conception et gestion des systèmes électroniques,Master,85,2013-05-13
3290,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,17,2006-10-02
3291,Ingénierie des Systèmes,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,61,1991-07-10
3292,Génie Industriel,Formation en conception et gestion d'espaces architecturaux et urbains,Master,38,1981-08-28
3293,Mathématiques Appliquées,Formation en développement logiciel et systèmes informatiques,License,1,1980-03-19
3294,Ingénierie des Systèmes,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,51,1996-11-24
3295,Électronique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,28,2013-12-15
3296,Informatique,Formation sur la gestion des systèmes d'information et leur optimisation,License,72,1992-11-21
3297,Ingénierie des Systèmes,Formation sur la gestion et l'amélioration des processus industriels,Master,25,2014-08-27
3298,Architecture,Formation sur la gestion des systèmes d'information et leur optimisation,Master,100,1985-12-23
3299,Génie Industriel,"Formation en conception, fabrication et maintenance de machines",Master,7,1980-10-13
3300,Électronique,Formation sur la gestion des systèmes d'information et leur optimisation,Master,72,1983-03-14
3301,Génie Industriel,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,46,2005-08-24
3302,Informatique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,58,2004-09-11
3303,Électronique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,34,2009-08-22
3304,Électronique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,11,2019-01-19
3305,Électronique,"Formation en conception, fabrication et maintenance de machines",License,57,2001-10-22
3306,Mécanique,Formation en conception et gestion de structures civiles,License,27,2013-05-03
3307,Télécommunications,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,16,2014-02-15
3308,Informatique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,21,1985-01-13
3309,Mécanique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,82,2007-08-16
3310,Génie Civil,"Formation en conception, fabrication et maintenance de machines",Master,44,1991-04-21
3311,Électronique,"Formation en conception, fabrication et maintenance de machines",Master,41,2003-06-13
3312,Informatique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,64,1998-08-25
3313,Informatique,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,68,1991-06-23
3314,Génie Civil,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,64,2007-10-21
3315,Mécanique,"Formation en conception, fabrication et maintenance de machines",License,6,1984-05-05
3316,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,Master,93,2008-07-21
3317,Mathématiques Appliquées,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,68,2009-11-02
3318,Mathématiques Appliquées,Formation sur la gestion et l'amélioration des processus industriels,Master,96,2013-03-08
3319,Ingénierie des Systèmes,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,7,2000-01-06
3320,Informatique,Formation en conception et gestion de structures civiles,Doctorat,34,1978-01-31
3321,Électronique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,94,2006-04-15
3322,Ingénierie des Systèmes,Formation en conception et gestion des systèmes électroniques,Master,16,2012-01-25
3323,Informatique,"Formation en conception, fabrication et maintenance de machines",Master,75,2019-09-05
3324,Électronique,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,16,2008-11-13
3325,Télécommunications,Formation en conception et gestion de structures civiles,Doctorat,11,2002-12-27
3326,Architecture,Formation en conception et gestion des systèmes électroniques,License,13,1997-03-07
3327,Architecture,Formation en conception et gestion des systèmes électroniques,Master,42,1991-05-09
3328,Ingénierie Environnementale,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,90,1982-10-20
3329,Électronique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,50,2012-06-14
3330,Électronique,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,36,1977-01-25
3331,Ingénierie Environnementale,Formation en développement logiciel et systèmes informatiques,Master,74,1983-12-13
3332,Ingénierie des Systèmes,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,26,2010-09-28
3333,Génie Civil,Formation en conception et gestion d'espaces architecturaux et urbains,License,19,2015-04-28
3334,Architecture,Formation en conception et gestion des systèmes électroniques,Doctorat,3,2008-09-24
3335,Architecture,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,19,2021-11-30
3336,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,97,1991-02-24
3337,Électronique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,39,2017-08-18
3338,Architecture,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,82,1996-01-08
3339,Génie Industriel,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,90,1999-12-01
3340,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,7,2009-05-03
3341,Informatique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,26,2016-04-16
3342,Mécanique,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,6,1984-01-30
3343,Mathématiques Appliquées,"Formation en conception, fabrication et maintenance de machines",Doctorat,12,2002-06-07
3344,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,Master,64,2000-01-25
